#Gene_families	nsample	Num_leaves_tree1	Num_leaves_tree2	Norm_RFdist
EOG091702K6	19510	11	11	0.00000
EOG091702K7	19350	15	15	0.00000
EOG091702K8	19970	14	14	0.00000
EOG091702KA	18320	6	6	0.00000
EOG091702KB	18820	14	14	0.00000
EOG091702KC	20000	4	4	0.00000
EOG091702KD	19350	14	14	0.00000
EOG091702KE	19170	9	9	0.00000
EOG091702KF	19660	14	14	0.00000
EOG091702KG	690	14	14	0.00000
EOG091702KH	19790	14	14	0.00000
EOG091702KI	19810	15	15	0.00000
EOG091702KJ	19910	14	14	0.09091
EOG091702KK	19660	14	14	0.00000
EOG091702KL	19000	15	15	0.00000
EOG091702KM	19990	6	6	0.00000
EOG091702KN	19550	14	14	0.00000
EOG091702KO	19540	15	15	0.00000
EOG091702KP	17410	16	16	0.52941
EOG091702KQ	19250	14	14	0.00000
EOG091702KR	18990	15	15	0.00000
EOG091702KS	18660	13	13	0.05263
EOG091702KT	16680	15	15	0.05263
EOG091702KU	18140	16	16	0.08333
EOG091702KV	19420	13	13	0.00000
EOG091702KW	19920	13	13	0.00000
EOG091702KX	19560	14	14	0.00000
EOG091702KY	18900	13	13	0.00000
EOG091702L0	19560	14	14	0.00000
EOG091702L1	17400	19	19	0.08333
EOG091702L2	19780	14	14	0.00000
EOG091702L3	19610	13	13	0.00000
EOG091702L4	19630	6	6	0.00000
EOG091702L5	19860	14	14	0.00000
EOG091702L6	19490	14	14	0.00000
EOG091702L7	19800	13	13	0.00000
EOG091702L9	19090	13	13	0.00000
EOG091702LA	19780	13	13	0.00000
EOG091702LD	19250	14	14	0.00000
EOG091702LE	17670	15	15	0.00000
EOG091702LF	19890	13	13	0.00000
EOG091702LG	19670	14	14	0.00000
EOG091702LH	19850	6	6	0.00000
EOG091702LI	19960	14	14	0.00000
EOG091702LJ	19890	14	14	0.00000
EOG091702LK	19800	14	14	0.00000
EOG091702LL	19770	13	13	0.00000
EOG091702LM	18920	13	13	0.00000
EOG091702LN	19330	14	14	0.00000
EOG091702LO	19930	14	14	0.00000
EOG091702LP	19300	14	14	0.00000
EOG091702LQ	20000	4	4	0.00000
EOG091702LR	18760	8	8	0.00000
EOG091702LS	19540	14	14	0.00000
EOG091702LT	19210	14	14	0.00000
EOG091702LU	19660	14	14	0.00000
EOG091702LV	19160	16	16	0.04000
EOG091702LW	19390	13	13	0.00000
EOG091702LX	19950	14	14	0.00000
EOG091702LY	19370	14	14	0.00000
EOG091702LZ	19190	14	14	0.00000
EOG091702M0	18640	14	14	0.00000
EOG091702M1	18180	14	14	0.00000
EOG091702M2	19130	9	9	0.09091
EOG091702M3	19820	13	13	0.05263
EOG091702M4	19480	14	14	0.00000
EOG091702M5	19670	18	18	0.00000
EOG091702M6	19030	13	13	0.00000
EOG091702M7	19320	14	14	0.00000
EOG091702M8	19380	10	10	0.09091
EOG091702M9	18180	14	14	0.05882
EOG091702MA	19400	16	16	0.00000
EOG091702MB	20000	5	5	0.00000
EOG091702MC	19730	8	8	0.00000
EOG091702MD	19290	14	14	0.00000
EOG091702ME	19940	5	5	0.00000
EOG091702MF	19940	14	14	0.00000
EOG091702MG	19270	14	14	0.00000
EOG091702MH	19560	14	14	0.00000
EOG091702MI	19630	13	13	0.00000
EOG091702MJ	17960	14	14	0.00000
EOG091702MK	19150	14	14	0.00000
EOG091702ML	19510	14	14	0.00000
EOG091702MM	19080	15	15	0.00000
EOG091702MN	19970	14	14	0.00000
EOG091702MO	19740	11	11	0.09091
EOG091702MP	19550	14	14	0.00000
EOG091702MQ	8220	26	26	0.02703
EOG091702MR	19630	14	14	0.00000
EOG091702MS	19450	14	14	0.00000
EOG091702MT	19780	14	14	0.00000
EOG091702MU	19830	13	13	0.00000
EOG091702MV	19810	11	11	0.00000
EOG091702MW	19740	15	15	0.00000
EOG091702MX	19630	14	14	0.00000
EOG091702MY	19320	14	14	0.00000
EOG091702MZ	19590	11	11	0.00000
EOG091702N0	19900	14	14	0.00000
EOG091702N1	17990	14	14	0.00000
EOG091702N2	20000	5	5	0.00000
EOG091702N3	19440	14	14	0.00000
EOG091702N4	19500	14	14	0.00000
EOG091702N5	19590	14	14	0.00000
EOG091702N6	19390	7	7	0.25000
EOG091702N7	20000	4	4	0.00000
EOG091702N8	19680	13	13	0.00000
EOG091702N9	19630	14	14	0.04762
EOG091702NaN	19800	8	8	0.00000
EOG091702NB	19400	14	14	0.00000
EOG091702NC	15120	13	13	0.00000
EOG091702ND	18350	13	13	0.00000
EOG091702NF	19940	15	15	0.00000
EOG091702NG	18420	15	15	0.00000
EOG091702NH	18870	18	18	0.00000
EOG091702NI	19630	6	6	0.00000
EOG091702NJ	19080	14	14	0.00000
EOG091702NK	19890	14	14	0.00000
EOG091702NM	19890	10	10	0.00000
EOG091702NO	19480	14	14	0.04762
EOG091702NP	19730	13	13	0.00000
EOG091702NQ	2070	23	23	0.11111
EOG091702NR	19540	15	15	0.00000
EOG091702NS	19600	14	14	0.00000
EOG091702NT	15430	15	15	0.00000
EOG091702NU	19230	14	14	0.05263
EOG091702NV	19060	11	11	0.00000
EOG091702NW	19900	14	14	0.00000
EOG091702NX	17440	18	18	0.29412
EOG091702NY	19510	14	14	0.00000
EOG091702NZ	19690	14	14	0.00000
EOG091702O0	19830	14	14	0.00000
EOG091702O1	19480	14	14	0.04762
EOG091702O2	19850	15	15	0.00000
EOG091702O3	19950	14	14	0.00000
EOG091702O4	18530	14	14	0.20000
EOG091702O5	19930	14	14	0.00000
EOG091702O6	19450	14	14	0.00000
EOG091702O8	19590	12	12	0.00000
EOG091702O9	19890	14	14	0.00000
EOG091702OA	19740	15	15	0.00000
EOG091702OC	19610	15	15	0.00000
EOG091702OD	19390	15	15	0.00000
EOG091702OE	19820	14	14	0.00000
EOG091702OF	19020	14	14	0.00000
EOG091702OG	19680	14	14	0.00000
EOG091702OH	19870	14	14	0.00000
EOG091702OI	19300	14	14	0.00000
EOG091702OJ	19400	14	14	0.00000
EOG091702OK	19200	15	15	0.00000
EOG091702OL	20000	8	8	0.00000
EOG091702OM	19740	7	7	0.00000
EOG091702ON	18150	16	16	0.00000
EOG091702OO	19550	14	14	0.00000
EOG091702OP	19730	14	14	0.00000
EOG091702OQ	19920	6	6	0.00000
EOG091702OR	19290	6	6	0.00000
EOG091702OS	19970	14	14	0.00000
EOG091702OT	9940	4	4	0.00000
EOG091702OU	16540	4	4	NaN
EOG091702OV	19970	8	8	0.00000
EOG091702OW	15390	14	14	0.00000
EOG091702OX	17920	8	8	0.00000
EOG091702OY	19180	17	17	0.07692
EOG091702OZ	19830	14	14	0.00000
EOG091702P0	19640	16	16	0.04348
EOG091702P1	19960	14	14	0.00000
EOG091702P2	19510	14	14	0.00000
EOG091702P3	19380	14	14	0.00000
EOG091702P4	19720	14	14	0.00000
EOG091702P5	19410	14	14	0.00000
EOG091702P6	18830	14	14	0.00000
EOG091702P7	19050	15	15	0.00000
EOG091702P8	19890	14	14	0.00000
EOG091702P9	19180	9	9	0.00000
EOG091702PA	14190	20	20	0.00000
EOG091702PB	19560	13	13	0.36842
EOG091702PC	18600	15	15	0.00000
EOG091702PD	17600	15	15	0.00000
EOG091702PE	19110	14	14	0.00000
EOG091702PF	19920	14	14	0.00000
EOG091702PG	18810	10	10	0.00000
EOG091702PH	11540	32	32	0.16000
EOG091702PI	19920	13	13	0.00000
EOG091702PJ	19790	14	14	0.00000
EOG091702PK	19830	13	13	0.00000
EOG091702PM	18270	16	16	0.00000
EOG091702PN	19170	14	14	0.00000
EOG091702PO	19500	14	14	0.00000
EOG091702PP	19330	14	14	0.00000
EOG091702PQ	19960	14	14	0.00000
EOG091702PR	19310	14	14	0.00000
EOG091702PS	9090	12	12	0.00000
EOG091702PT	19370	14	14	0.00000
EOG091702PU	19470	14	14	0.00000
EOG091702PV	19940	14	14	0.00000
EOG091702PW	18970	7	7	0.00000
EOG091702PX	19650	11	11	0.00000
EOG091702PY	19750	14	14	0.00000
EOG091702PZ	19530	14	14	0.00000
EOG091702Q0	16540	14	14	0.00000
EOG091702Q1	19850	14	14	0.00000
EOG091702Q3	18910	13	13	0.00000
EOG091702Q4	19560	14	14	0.00000
EOG091702Q5	19700	14	14	0.00000
EOG091702Q7	18820	5	5	0.00000
EOG091702Q8	19710	15	15	0.00000
EOG091702Q9	19860	14	14	0.00000
EOG091702QA	19990	14	14	0.09091
EOG091702QB	19670	15	15	0.04762
EOG091702QD	19240	14	14	0.00000
EOG091702QE	18890	18	18	0.05263
EOG091702QF	19230	15	15	0.00000
EOG091702QG	19930	15	15	0.00000
EOG091702QH	19230	15	15	0.00000
EOG091702QI	18470	14	14	0.00000
EOG091702QJ	19570	14	14	0.00000
EOG091702QK	19940	14	14	0.00000
EOG091702QL	19460	14	14	0.00000
EOG091702QM	19660	15	15	0.04762
EOG091702QN	18810	8	8	0.11111
EOG091702QO	15010	19	19	0.00000
EOG091702QP	19820	14	14	0.00000
EOG091702QQ	19410	14	14	0.00000
EOG091702QR	19860	14	14	0.00000
EOG091702QS	19990	13	13	0.00000
EOG091702QU	19640	14	14	0.05263
EOG091702QV	19250	13	13	0.00000
EOG091702QW	18240	14	14	0.00000
EOG091702QX	19400	14	14	0.00000
EOG091702QY	18680	14	14	0.00000
EOG091702QZ	19690	14	14	0.00000
EOG091702R1	19230	6	6	0.00000
EOG091702R2	18310	15	15	0.00000
EOG091702R3	19730	14	14	0.04762
EOG091702R4	19690	15	15	0.04348
EOG091702R5	18370	6	6	0.00000
EOG091702R6	19660	14	14	0.00000
EOG091702R7	18060	15	15	0.16667
EOG091702R9	19790	10	10	0.00000
EOG091702RA	19270	15	15	0.00000
EOG091702RB	17670	11	11	0.00000
EOG091702RC	19690	14	14	0.00000
EOG091702RD	19110	14	14	0.00000
EOG091702RE	18690	14	14	0.04762
EOG091702RG	19860	13	13	0.00000
EOG091702RH	19570	14	14	0.00000
EOG091702RI	19660	14	14	0.00000
EOG091702RJ	19630	14	14	0.00000
EOG091702RK	20000	6	6	0.00000
EOG091702RL	18850	14	14	0.05263
EOG091702RM	19500	11	11	0.00000
EOG091702RN	19860	14	14	0.00000
EOG091702RO	19710	14	14	0.00000
EOG091702RP	17810	15	15	0.14286
EOG091702RQ	19650	14	14	0.00000
EOG091702RR	19720	7	7	0.00000
EOG091702RS	19840	14	14	0.00000
EOG091702RT	19610	15	15	0.04762
EOG091702RU	19570	14	14	0.00000
EOG091702RV	19240	10	10	0.00000
EOG091702RW	19420	13	13	0.00000
EOG091702RX	19570	14	14	0.00000
EOG091702RY	18980	16	16	0.00000
EOG091702RZ	19920	14	14	0.00000
EOG091702S0	18500	14	14	0.00000
EOG091702S1	19370	14	14	0.00000
EOG091702S3	18790	14	14	0.00000
EOG091702S4	18720	15	15	0.00000
EOG091702S5	19220	10	10	0.00000
EOG091702S6	19730	14	14	0.00000
EOG091702S7	19790	15	15	0.04348
EOG091702S9	19930	12	12	0.00000
EOG091702SA	19860	14	14	0.00000
EOG091702SB	19370	13	13	0.00000
EOG091702SC	19960	11	11	0.00000
EOG091702SD	18630	16	16	0.28000
EOG091702SE	18490	14	14	0.00000
EOG091702SF	19460	13	13	0.00000
EOG091702SG	19430	14	14	0.00000
EOG091702SH	17990	16	16	0.00000
EOG091702SI	18130	14	14	0.00000
EOG091702SJ	17770	7	7	0.00000
EOG091702SK	20000	14	14	0.00000
EOG091702SL	19240	15	15	0.00000
EOG091702SM	12450	18	18	0.00000
EOG091702SN	19280	13	13	0.00000
EOG091702SP	19010	14	14	0.04762
EOG091702SQ	18230	12	12	0.00000
EOG091702SR	16800	16	16	0.00000
EOG091702SS	18850	18	18	0.00000
EOG091702ST	18780	13	13	0.00000
EOG091702SU	18810	14	14	0.00000
EOG091702SV	19170	14	14	0.00000
EOG091702SW	19830	14	14	0.00000
EOG091702SX	19640	14	14	0.00000
EOG091702SZ	18800	4	4	0.00000
EOG091702T1	19690	14	14	0.00000
EOG091702T2	19170	15	15	0.00000
EOG091702T3	19280	21	21	0.00000
EOG091702T4	19810	14	14	0.00000
EOG091702T5	19270	13	13	0.00000
EOG091702T6	19550	15	15	0.00000
EOG091702T7	18790	14	14	0.00000
EOG091702T8	18650	14	14	0.00000
EOG091702T9	18730	14	14	0.00000
EOG091702TA	19360	6	6	0.00000
EOG091702TB	19880	13	13	0.00000
EOG091702TC	19570	7	7	0.00000
EOG091702TD	19840	14	14	0.00000
EOG091702TE	1620	32	32	0.04348
EOG091702TF	16430	14	14	0.00000
EOG091702TH	19740	14	14	0.00000
EOG091702TI	18990	16	16	0.00000
EOG091702TJ	20000	4	4	0.00000
EOG091702TK	19880	15	15	0.00000
EOG091702TL	19690	14	14	0.00000
EOG091702TM	18720	14	14	0.00000
EOG091702TN	19740	11	11	0.00000
EOG091702TO	19840	14	14	0.00000
EOG091702TP	19060	10	10	0.00000
EOG091702TQ	19830	14	14	0.00000
EOG091702TR	19640	17	17	0.00000
EOG091702TS	19790	14	14	0.27273
EOG091702TT	18980	13	13	0.00000
EOG091702TU	17590	12	12	0.00000
EOG091702TV	19820	5	5	0.00000
EOG091702TX	19720	14	14	0.00000
EOG091702TY	19360	14	14	0.00000
EOG091702TZ	19230	13	13	0.00000
EOG091702U0	16910	15	15	0.00000
EOG091702U1	18990	14	14	0.00000
EOG091702U2	19480	15	15	0.00000
EOG091702U3	19150	14	14	0.00000
EOG091702U4	19700	13	13	0.00000
EOG091702U5	18710	15	15	0.00000
EOG091702U6	18170	19	19	0.00000
EOG091702U7	18600	14	14	0.00000
EOG091702U8	18690	15	15	0.00000
EOG091702U9	19660	14	14	0.00000
EOG091702UA	18910	14	14	0.00000
EOG091702UB	19160	13	13	0.00000
EOG091702UC	18520	13	13	0.00000
EOG091702UD	19500	15	15	0.00000
EOG091702UE	19630	14	14	0.00000
EOG091702UF	19370	14	14	0.00000
EOG091702UG	20000	8	8	0.00000
EOG091702UH	18450	14	14	0.00000
EOG091702UI	19890	14	14	0.00000
EOG091702UJ	19700	14	14	0.00000
EOG091702UK	19220	14	14	0.00000
EOG091702UL	19980	14	14	0.00000
EOG091702UM	19120	15	15	0.00000
EOG091702UN	19450	14	14	0.00000
EOG091702UO	19320	11	11	0.00000
EOG091702UP	19570	13	13	0.00000
EOG091702UQ	18130	14	14	0.00000
EOG091702UR	18510	13	13	0.00000
EOG091702US	19580	13	13	0.00000
EOG091702UT	19290	15	15	0.04348
EOG091702UU	19720	14	14	0.00000
EOG091702UV	19710	6	6	0.00000
EOG091702UW	19410	14	14	0.00000
EOG091702UX	19180	14	14	0.00000
EOG091702UY	19990	10	10	0.00000
EOG091702UZ	19610	14	14	0.00000
EOG091702V0	19410	13	13	0.00000
EOG091702V1	19610	14	14	0.00000
EOG091702V2	15500	19	19	0.00000
EOG091702V3	18780	13	13	0.00000
EOG091702V5	17350	14	14	0.00000
EOG091702V6	19290	14	14	0.00000
EOG091702V7	8040	20	20	0.03704
EOG091702V8	19690	14	14	0.00000
EOG091702V9	19800	12	12	0.00000
EOG091702VA	19880	14	14	0.00000
EOG091702VB	19600	14	14	0.00000
EOG091702VC	19760	14	14	0.00000
EOG091702VD	20000	4	4	0.00000
EOG091702VE	16860	12	12	0.00000
EOG091702VF	19490	14	14	0.00000
EOG091702VG	18810	9	9	0.00000
EOG091702VH	19200	16	16	0.00000
EOG091702VI	19350	14	14	0.00000
EOG091702VJ	18760	12	12	0.00000
EOG091702VK	19970	14	14	0.00000
EOG091702VL	19920	14	14	0.00000
EOG091702VM	19740	14	14	0.00000
EOG091702VN	18330	14	14	0.00000
EOG091702VO	19060	10	10	0.00000
EOG091702VP	18980	14	14	0.05263
EOG091702VQ	6890	14	14	0.00000
EOG091702VR	19850	14	14	0.00000
EOG091702VS	19820	15	15	0.00000
EOG091702VT	19430	14	14	0.00000
EOG091702VU	19850	13	13	0.00000
EOG091702VV	19530	12	12	0.00000
EOG091702VW	19670	10	10	0.00000
EOG091702VX	17590	28	28	0.00000
EOG091702VY	19800	15	15	0.00000
EOG091702VZ	19420	13	13	0.00000
EOG091702W0	19320	14	14	0.00000
EOG091702W1	18730	15	15	0.00000
EOG091702W2	19600	12	12	0.00000
EOG091702W3	18460	13	13	0.00000
EOG091702W4	18570	13	13	0.06667
EOG091702W5	19950	13	13	0.00000
EOG091702W6	18780	14	14	0.00000
EOG091702W7	19790	13	13	0.00000
EOG091702W8	19450	15	15	0.00000
EOG091702W9	17240	15	15	0.00000
EOG091702WA	19630	15	15	0.00000
EOG091702WB	19570	14	14	0.00000
EOG091702WC	18850	13	13	0.00000
EOG091702WD	19360	14	14	0.00000
EOG091702WF	17630	16	16	0.00000
EOG091702WG	19200	7	7	0.00000
EOG091702WH	7990	16	16	0.00000
EOG091702WI	19680	14	14	0.00000
EOG091702WJ	19240	14	14	0.00000
EOG091702WK	19910	14	14	0.00000
EOG091702WL	19490	13	13	0.00000
EOG091702WM	19660	15	15	0.00000
EOG091702WN	19170	12	12	0.00000
EOG091702WO	19840	15	15	0.05263
EOG091702WP	19320	15	15	0.00000
EOG091702WQ	19980	11	11	0.00000
EOG091702WR	19660	14	14	0.00000
EOG091702WS	19280	14	14	0.00000
EOG091702WU	19440	14	14	0.00000
EOG091702WV	14830	15	15	0.09091
EOG091702WW	18140	14	14	0.00000
EOG091702WX	19480	15	15	0.00000
EOG091702WY	19200	14	14	0.04762
EOG091702WZ	19590	13	13	0.00000
EOG091702X0	19020	7	7	0.14286
EOG091702X1	19530	13	13	0.00000
EOG091702X2	17940	13	13	0.00000
EOG091702X3	18850	6	6	0.00000
EOG091702X4	20000	10	10	0.00000
EOG091702X5	19960	15	15	0.00000
EOG091702X6	19690	14	14	0.00000
EOG091702X7	19630	11	11	0.00000
EOG091702X8	18580	14	14	0.00000
EOG091702X9	19400	14	14	0.00000
EOG091702XA	17700	4	4	0.00000
EOG091702XB	15300	22	22	0.00000
EOG091702XC	19060	15	15	0.00000
EOG091702XD	15970	15	15	0.00000
EOG091702XE	19390	14	14	0.00000
EOG091702XF	19960	14	14	0.00000
EOG091702XG	19830	14	14	0.00000
EOG091702XH	19590	15	15	0.00000
EOG091702XI	19710	13	13	0.00000
EOG091702XJ	18850	12	12	0.00000
EOG091702XK	19310	7	7	0.00000
EOG091702XL	17970	14	14	0.00000
EOG091702XM	19540	14	14	0.00000
EOG091702XN	19650	14	14	0.00000
EOG091702XO	20000	13	13	0.00000
EOG091702XQ	19380	14	14	0.00000
EOG091702XR	18900	10	10	0.07692
EOG091702XS	17920	13	13	0.00000
EOG091702XT	19640	13	13	0.00000
EOG091702XU	19830	14	14	0.00000
EOG091702XV	19730	14	14	0.00000
EOG091702XW	16380	14	14	0.00000
EOG091702XX	20000	11	11	0.00000
EOG091702XY	16840	12	12	0.00000
EOG091702XZ	10	8	8	1.00000
EOG091702Y0	18520	14	14	0.00000
EOG091702Y1	14690	14	14	0.00000
EOG091702Y2	13090	7	7	0.00000
EOG091702Y3	19920	11	11	0.00000
EOG091702Y4	18700	12	12	0.00000
EOG091702Y5	19850	9	9	0.00000
EOG091702Y6	19950	14	14	0.00000
EOG091702Y7	19640	13	13	0.05263
EOG091702Y8	19410	14	14	0.00000
EOG091702Y9	19620	14	14	0.00000
EOG091702YA	19720	14	14	0.00000
EOG091702YB	19830	14	14	0.09091
EOG091702YC	18960	14	14	0.00000
EOG091702YD	18620	14	14	0.05882
EOG091702YE	13920	18	18	0.00000
EOG091702YF	19310	14	14	0.05882
EOG091702YG	19420	13	13	0.00000
EOG091702YI	18280	18	18	0.00000
EOG091702YJ	19600	14	14	0.00000
EOG091702YK	19300	16	16	0.10000
EOG091702YL	19950	15	15	0.00000
EOG091702YM	19910	14	14	0.00000
EOG091702YN	18760	13	13	0.00000
EOG091702YP	19170	15	15	0.04348
EOG091702YQ	19380	10	10	0.00000
EOG091702YR	19630	10	10	0.07692
EOG091702YS	19810	13	13	0.00000
EOG091702YT	19100	14	14	0.18182
EOG091702YU	13150	15	15	0.11111
EOG091702YV	19800	14	14	0.00000
EOG091702YW	19090	14	14	0.00000
EOG091702YX	19730	14	14	0.00000
EOG091702YY	19490	4	4	0.00000
EOG091702Z0	19410	14	14	0.00000
EOG091702Z1	19750	14	14	0.00000
EOG091702Z2	20000	4	4	0.00000
EOG091702Z3	19970	15	15	0.00000
EOG091702Z4	19230	15	15	0.00000
EOG091702Z5	14220	21	21	0.00000
EOG091702Z6	19920	14	14	0.00000
EOG091702Z7	17430	14	14	0.00000
EOG091702Z9	19500	13	13	0.26316
EOG091702ZB	19500	14	14	0.04762
EOG091702ZC	19590	14	14	0.00000
EOG091702ZD	19110	12	12	0.00000
EOG091702ZE	19470	14	14	0.00000
EOG091702ZF	19560	13	13	0.15789
EOG091702ZG	19150	7	7	0.00000
EOG091702ZH	19100	14	14	0.00000
EOG091702ZI	18930	13	13	0.00000
EOG091702ZJ	19760	15	15	0.00000
EOG091702ZK	19020	15	15	0.00000
EOG091702ZL	20000	4	4	0.00000
EOG091702ZM	16760	17	17	0.05263
EOG091702ZN	19480	14	14	0.00000
EOG091702ZO	19950	14	14	0.00000
EOG091702ZP	19780	14	14	0.00000
EOG091702ZQ	18960	13	13	0.00000
EOG091702ZR	19470	13	13	0.05263
EOG091702ZS	19680	12	12	0.00000
EOG091702ZT	19320	14	14	0.00000
EOG091702ZU	13980	18	18	0.16667
EOG091702ZV	19420	9	9	0.00000
EOG091702ZW	19660	14	14	0.00000
EOG091702ZX	19270	13	13	0.00000
EOG091702ZY	16170	13	13	0.00000
EOG091702ZZ	19620	13	13	0.00000
EOG09170300	19710	14	14	0.00000
EOG09170301	19770	14	14	0.00000
EOG09170302	19860	15	15	0.00000
EOG09170303	18980	14	14	0.00000
EOG09170304	17970	11	11	0.00000
EOG09170305	19860	16	16	0.00000
EOG09170306	17660	15	15	0.00000
EOG09170307	19390	13	13	0.00000
EOG09170308	19590	12	12	0.00000
EOG09170309	19470	8	8	0.00000
EOG0917030A	19990	13	13	0.10000
EOG0917030B	19220	14	14	0.00000
EOG0917030C	19530	10	10	0.00000
EOG0917030D	19700	12	12	0.00000
EOG0917030E	18570	14	14	0.00000
EOG0917030F	19490	14	14	0.00000
EOG0917030G	19510	9	9	0.09091
EOG0917030H	19430	15	15	0.00000
EOG0917030I	16660	15	15	0.00000
EOG0917030J	19930	14	14	0.00000
EOG0917030K	19240	15	15	0.00000
EOG0917030L	19180	14	14	0.00000
EOG0917030M	16390	16	16	0.04348
EOG0917030N	19850	15	15	0.04348
EOG0917030O	20000	10	10	0.00000
EOG0917030P	18490	14	14	0.00000
EOG0917030Q	19650	15	15	0.00000
EOG0917030R	20000	4	4	0.00000
EOG0917030S	16040	15	15	0.00000
EOG0917030U	17400	45	45	0.01370
EOG0917030V	19430	13	13	0.00000
EOG0917030W	16870	14	14	0.00000
EOG0917030X	19950	13	13	0.00000
EOG0917030Y	19870	13	13	0.00000
EOG0917030Z	18180	9	9	0.11111
EOG09170310	19850	14	14	0.00000
EOG09170311	18810	14	14	0.00000
EOG09170312	18920	14	14	0.00000
EOG09170313	19440	15	15	0.00000
EOG09170314	19990	8	8	0.00000
EOG09170315	17470	16	16	0.00000
EOG09170316	18730	14	14	0.00000
EOG09170317	18490	14	14	0.00000
EOG09170318	19880	14	14	0.00000
EOG09170319	19360	13	13	0.00000
EOG0917031A	18970	14	14	0.00000
EOG0917031B	19520	15	15	0.00000
EOG0917031C	19380	15	15	0.00000
EOG0917031D	19890	14	14	0.00000
EOG0917031E	17530	14	14	0.00000
EOG0917031F	18930	14	14	0.00000
EOG0917031G	19960	15	15	0.00000
EOG0917031H	19890	11	11	0.00000
EOG0917031I	19760	12	12	0.00000
EOG0917031J	19320	14	14	0.00000
EOG0917031K	19540	14	14	0.00000
EOG0917031L	19040	14	14	0.00000
EOG0917031M	19050	13	13	0.00000
EOG0917031O	19890	14	14	0.00000
EOG0917031P	19970	14	14	0.00000
EOG0917031Q	19490	14	14	0.04762
EOG0917031R	19640	14	14	0.00000
EOG0917031S	19260	14	14	0.00000
EOG0917031T	19370	13	13	0.00000
EOG0917031U	19640	14	14	0.00000
EOG0917031V	17050	14	14	0.00000
EOG0917031W	19550	15	15	0.00000
EOG0917031X	19870	11	11	0.00000
EOG09170320	19330	14	14	0.00000
EOG09170321	19850	16	16	0.04000
EOG09170322	20000	4	4	0.00000
EOG09170323	18710	4	4	0.00000
EOG09170324	19150	14	14	0.00000
EOG09170325	19740	15	15	0.09091
EOG09170326	19570	14	14	0.00000
EOG09170327	19560	14	14	0.27273
EOG09170328	19720	15	15	0.00000
EOG09170329	19960	19	19	0.00000
EOG0917032A	18180	14	14	0.05882
EOG0917032B	19820	14	14	0.00000
EOG0917032C	19450	14	14	0.00000
EOG0917032D	19510	16	16	0.04000
EOG0917032E	19590	14	14	0.00000
EOG0917032F	19480	14	14	0.00000
EOG0917032G	19170	14	14	0.00000
EOG0917032H	19600	15	15	0.00000
EOG0917032I	18800	13	13	0.00000
EOG0917032J	19680	14	14	0.00000
EOG0917032K	19020	14	14	0.00000
EOG0917032L	19770	7	7	0.00000
EOG0917032M	19200	14	14	0.00000
EOG0917032N	18470	13	13	0.00000
EOG0917032O	19670	15	15	0.00000
EOG0917032Q	19100	14	14	0.00000
EOG0917032R	19290	13	13	0.00000
EOG0917032S	19570	15	15	0.04762
EOG0917032T	19940	16	16	0.04000
EOG0917032U	14470	12	12	0.09091
EOG0917032V	18800	4	4	0.00000
EOG0917032W	19100	14	14	0.00000
EOG0917032X	19760	12	12	0.00000
EOG0917032Z	19660	14	14	0.09091
EOG09170330	19750	14	14	0.00000
EOG09170331	19830	12	12	0.00000
EOG09170332	18500	14	14	0.00000
EOG09170333	19000	22	22	0.00000
EOG09170334	19870	14	14	0.23810
EOG09170335	19570	15	15	0.16667
EOG09170336	19850	14	14	0.00000
EOG09170337	19530	15	15	0.00000
EOG09170338	19270	14	14	0.00000
EOG09170339	19500	13	13	0.00000
EOG0917033A	19190	14	14	0.00000
EOG0917033B	19450	13	13	0.00000
EOG0917033C	19560	14	14	0.00000
EOG0917033D	18800	15	15	0.04762
EOG0917033E	9420	19	19	0.00000
EOG0917033F	19210	13	13	0.00000
EOG0917033G	19410	14	14	0.00000
EOG0917033H	19500	16	16	0.00000
EOG0917033I	15940	14	14	0.00000
EOG0917033J	19750	13	13	0.00000
EOG0917033K	19170	24	24	0.00000
EOG0917033L	19610	14	14	0.00000
EOG0917033M	19670	13	13	0.00000
EOG0917033O	20000	4	4	0.00000
EOG0917033P	17080	7	7	0.00000
EOG0917033Q	19350	15	15	0.00000
EOG0917033R	18430	4	4	1.00000
EOG0917033S	18670	12	12	0.00000
EOG0917033T	19590	13	13	0.00000
EOG0917033U	19520	14	14	0.10000
EOG0917033V	18650	15	15	0.33333
EOG0917033W	19990	8	8	0.00000
EOG0917033X	19910	6	6	0.00000
EOG0917033Y	18820	10	10	0.07692
EOG0917033Z	18180	14	14	0.00000
EOG09170340	19700	14	14	0.00000
EOG09170341	19620	14	14	0.00000
EOG09170342	19490	14	14	0.00000
EOG09170343	20000	5	5	0.00000
EOG09170344	19950	14	14	0.00000
EOG09170346	19020	7	7	0.00000
EOG09170347	19770	7	7	0.14286
EOG09170348	19620	14	14	0.00000
EOG09170349	19030	13	13	0.00000
EOG0917034B	19600	11	11	0.00000
EOG0917034C	19830	5	5	0.00000
EOG0917034D	19750	14	14	0.10000
EOG0917034E	19670	15	15	0.00000
EOG0917034F	19610	14	14	0.00000
EOG0917034G	14300	17	17	0.18519
EOG0917034H	19520	25	25	0.00000
EOG0917034I	19010	14	14	0.00000
EOG0917034J	19600	15	15	0.18182
EOG0917034K	18970	14	14	0.00000
EOG0917034L	18960	13	13	0.00000
EOG0917034M	19100	16	16	0.00000
EOG0917034N	19590	14	14	0.00000
